text,label_class,label,illness,area,hospital,doctor,category
尿道炎吃什么药好,推荐药品,12,尿道炎,nall,nall,nall,nall
小姑娘怎么检查妇科,治疗方法,6,nall,nall,nall,nall,nall
有外痔缩回去的方法吗？,治疗方法,6,外痔,nall,nall,nall,nall
腱鞘纤维瘤做过手术会不会复发，该怎么治疗,治疗方法,6,腱鞘纤维瘤,nall,nall,nall,nall
我低压高。现在吃施慧达可以吗,治疗方法,6,低压高,nall,nall,nall,nall
孕晚期晚上睡觉睡到半夜就醒来了，醒来后就睡不着了，怎么办好呢？,治疗方法,6,睡不着,nall,nall,nall,nall
小儿脑瘫要怎么对付？,治疗方法,6,小儿脑瘫,nall,nall,nall,nall
5个月宝宝连续两周拉肚子怎么办？,治疗方法,6,拉肚子,nall,nall,nall,nall
脑血管瘤可以吃中药彼此消掉吗,推荐药品,12,脑血管瘤,nall,nall,nall,nall
中年人高血压心绞痛怎么办,治疗方法,6,高血压心绞痛,nall,nall,nall,nall
"婴儿头部小面积发黑，疑似血管瘤,如果确诊是海绵状的血管瘤，内蒙古婴儿头部海绵状的血管瘤能治好不？",治疗方法,6,血管瘤,内蒙古,nall,nall,nall
肛瘘痔疮，红肿痛，大便稀，如何治疗？,治疗方法,6,痔疮,nall,nall,nall,nall
手臂淋巴水肿怎治疗,治疗方法,6,手臂淋巴水肿,nall,nall,nall,nall
脂肪瘤怎么治疗或者切割,治疗方法,6,脂肪瘤,nall,nall,nall,nall
直肠粘膜内脱垂如何治疗？,治疗方法,6,直肠粘膜内脱垂,nall,nall,nall,nall
感冒咳嗽喉咙发痒有痰要如何治疗好呢？,治疗方法,6,感冒咳嗽喉咙发痒有痰,nall,nall,nall,nall
腿痛怎么办呀，平时也没有多走路啊，就是吃完饭散散步而已，怎么办。,治疗方法,6,腿痛,nall,nall,nall,nall
我有胃癌要怎么治疗的,治疗方法,6,胃癌,nall,nall,nall,nall
"会不会是身体出了什么问题啊，流产，尿路感染怎么办,好烦啊？",治疗方法,6,尿路感染,nall,nall,nall,nall
儿童眼睛斜视怎么办才牢靠些？,治疗方法,6,儿童眼睛斜视,nall,nall,nall,nall
胃炎需要咋样医治更佳,治疗方法,6,胃炎,nall,nall,nall,nall
小儿肥胖能吃该如何治疗好,治疗方法,6,小儿肥胖,nall,nall,nall,nall
感冒咳嗽怎么办??????,治疗方法,6,感冒咳嗽,nall,nall,nall,nall
孕妇怀孕两个月头疼怎么办？我才怀孕两个月，最近一直觉得头疼，宝妈们有什么好的办法吗？,治疗方法,6,头疼,nall,nall,nall,nall
孩子今天是第五天烧，然后去医院检查，说支气管炎，今天去的时候没发烧，到了晚上有烧三十八度，药还在吃，刚刚喝了小孩布洛芬半包,治疗方法,6,支气管炎,nall,nall,nall,nall
请问外阴唇上面长了一个小痘痘怎么办？,治疗方法,6,nall,nall,nall,nall,nall
高血压，手臂发麻，怎么办,治疗方法,6,高血压,nall,nall,nall,nall
请问性交出血、白带增多该怎么治疗？,治疗方法,6,白带增多,nall,nall,nall,nall
怎么治疗颅骨缺损,治疗方法,6,颅骨缺损,nall,nall,nall,nall
如何有效治疗帕金森？,治疗方法,6,帕金森,nall,nall,nall,nall
请问白癜风能彻底治好吗，我的白癜风是在去年上半年发现的，有硬币大小的样子，白斑没有扩散当时，而且忙也没钱呀治，但是今年1月的时候，白癜风开始扩散了，这还能治的好么?,治愈率,10,白癜风,nall,nall,nall,nall
我抽烟两年了，今天发现肺部痛是怎么回事？,治疗方法,6,肺部痛,nall,nall,nall,nall
本人是高甘油三酯血症，底钾血症，心脏病2级，请问吃什么药好,推荐药品,12,高甘油三酯血症,nall,nall,nall,nall
怎么治疗内痔效果好（最先进的治疗方式）,治疗方法,6,内痔,nall,nall,nall,nall
孩子性早熟怎么办才是有效果的？,治疗方法,6,性早熟,nall,nall,nall,nall
医生你好，我以前性生活比较频繁，就在前几天去医院检查了一下，医生说我是尖锐湿疣，请问专家尖锐湿疣到底如何治疗好一些呢？想得到什么帮助：尖锐湿疣到底如何治疗好一些呢,治疗方法,6,尖锐湿疣,nall,nall,nall,nall
宝宝十个月了，最近早上起来一看满头大汗床上都湿了，白天睡觉也这样，微量元素都不缺，大便也正常，睡觉时手脚热且不出汗是怎么回事啊？,治疗方法,6,手脚热,nall,nall,nall,nall
整晚上睡不着觉怎么办？怀孕8个多月了，不知这两天怎么了晚上老是睡不着，该怎么办呢？,治疗方法,6,睡不着,nall,nall,nall,nall
尿等待吃什么药，求解答,推荐药品,12,尿等待,nall,nall,nall,nall
我爷爷今年都75岁了，他本来就有冠心病，这两天复查又说有室性早搏，我怕手术的话他老人家身体承受不住，请问，室性早搏需要手术吗？,治疗方法,6,室性早搏,nall,nall,nall,nall
冒昧问一下恶性肿瘤可以保守治疗吗,治疗方法,6,恶性肿瘤,nall,nall,nall,nall
邻居李爷爷一直以来都有冠心病，可是最近在医院又查出了心房颤动，请问冠心病中出现了心房颤动应该怎么办？,治疗方法,6,心房颤动,nall,nall,nall,nall
高血压喝点什么茶能治疗？,饮食,18,高血压,nall,nall,nall,nall
这个药对心脏早搏有用吗？我前段时间检查身体检查出来的，想吃点药治疗一下。,药物作用,21,心脏早搏,nall,nall,nall,nall
孕期痔疮严重，怎么办？,治疗方法,6,孕期痔疮,nall,nall,nall,nall
"你好,请问患了膀胱炎要吃什么药治疗?",推荐药品,12,膀胱炎,nall,nall,nall,nall
嗓子发炎不能饮水，打点滴十五天，出现咳嗽有痰，拍了ct怀疑肺结核入院检查，做了ppd强阳性，痰检阴性，十几次均没找到结核菌！tspot细菌斑点阴性，吃抗结核药一个月药复查ct基本上没有阴影，能排除肺结核吗？？还需要继续吃药吗？谢谢您的回复～,治疗方法,6,嗓子发炎,nall,nall,nall,nall
慢性支气管炎怎么治疗好呢?,治疗方法,6,慢性支气管炎,nall,nall,nall,nall
最近感觉胸很闷，头也晕晕的，今天突然眼前一黑，昏了过去，被送去医院检查后，得知自己患上了不稳定性心绞痛，我想问问，关于不稳定性心绞痛应该知道哪些东西？,注意事项,23,不稳定性心绞痛,nall,nall,nall,nall
肺栓塞，双下肢血栓，呼吸困难，指脉氧只有70到80.可以治吗,治愈率,10,肺栓塞,nall,nall,nall,nall
阜阳治疗癫痫病哪家好？？我今年23岁了我是女的，有癫痫病2年了，中间就是吃些药物治疗着，只是能控制病情，一不吃药病就会犯，也就是说我的病没有得到缓解，该犯时还是要犯，不知道临床上有什么好方法吗？临床上有治疗癫痫的好方法吗？,治疗方法,6,癫痫,阜阳,nall,nall,nall
拉肚子对肚子里的宝宝有影响吗,注意事项,23,拉肚子,nall,nall,nall,nall
先天愚形怎么办？,治疗方法,6,先天愚形,nall,nall,nall,nall
肛门口疼，摸这像是里面的肉往外翻出来了。露在肛门口外面，该怎么治疗,治疗方法,6,肛门口疼,nall,nall,nall,nall
窦性脑梗的较佳治疗方法都有什么,治疗方法,6,窦性脑梗,nall,nall,nall,nall
颅脑火器性损伤怎么办,治疗方法,6,颅脑火器性损伤,nall,nall,nall,nall
你好我有个朋友得了甲亢，症状是心跳加快，请问用什么药可以根治？甲亢灵片,推荐药品,12,甲亢,nall,nall,nall,nall
身上长风疹，反反复复，该怎么治？??,治疗方法,6,风疹,nall,nall,nall,nall
怎么会引起尿路感染，能吃点什么药好呢？谁能帮我指点一下？,推荐药品,12,尿路感染,nall,nall,nall,nall
慢性支气管炎要怎么治疗,治疗方法,6,慢性支气管炎,nall,nall,nall,nall
白带异常怎么治疗才稳妥些？,治疗方法,6,白带异常,nall,nall,nall,nall
患有内痔3年，有时大便过于用力会滴血，大便完纸擦用力也有出血，确诊内痔有裂缝滴血，应如何治疗？,治疗方法,6,内痔,nall,nall,nall,nall
右肩疼痛除了吃对乙酰氨基酚片还能吃哪些,推荐药品,12,右肩疼痛,nall,nall,nall,nall
5岁小孩小便频繁怎么办,治疗方法,6,小便频繁,nall,nall,nall,nall
医生您好，我最近总是心烦意乱，焦虑不安，自己无法控制情绪，总为以前的事情生气，胡思乱想，该咋办,治疗方法,6,焦虑,nall,nall,nall,nall
左挠骨小头骨折该怎么办？,治疗方法,6,左挠骨小头骨折,nall,nall,nall,nall
我家宝宝二个月，四天没有大便了，放屁也很臭，怎么办,治疗方法,6,四天没有大便,nall,nall,nall,nall
我最近出现肌肉无力，查血压偏高，可以服用瑞舒伐他汀钙片吗？,药物作用,21,肌肉无力,nall,nall,nall,nall
肛内长湿疣，能喝香菇多糖类的增健口服液吗？,药物作用,21,湿疣,nall,nall,nall,nall
支气管炎怎么治好,治疗方法,6,支气管炎,nall,nall,nall,nall
最近几个月肚子胀痛，便秘，确诊为结肠黑变病。如何治疗？,治疗方法,6,结肠黑变病,nall,nall,nall,nall
成都治疗便秘哪家专科医院好天热便秘怎么办？,治疗方法,6,便秘,成都,nall,nall,nall
我家宝宝11个月了，一直咳嗽有小半个月了。还流鼻涕，那种黄稠鼻涕。之前一直吃药有所好转，前几天又严重了，这刚打了4天针，还不叫好转。不知道该怎么办了,治疗方法,6,咳嗽,nall,nall,nall,nall
撞伤引起淤血硬块怎样消除呢该如何应对,治疗方法,6,撞伤引起淤血硬块,nall,nall,nall,nall
单纯性高血压，怎么降压？,治疗方法,6,单纯性高血压,nall,nall,nall,nall
请照问肾结石吃什么药管用？,治疗方法,6,肾结石,nall,nall,nall,nall
宝宝21天了老拉奶瓣一天拉十多次，肛门都拉出口子来了，吃了三天蒙托石散还是拉，与吃母乳有关吗？怎么治疗呢？谁知道答案,治疗方法,6,nall,nall,nall,nall,nall
毛细血管血液回流如何处理,治疗方法,6,毛细血管血液回流,nall,nall,nall,nall
过段时间会恢复正常吗？频发室性早博是怎么回事频发室性早博是怎么回事,治疗方法,6,频发室性早博,nall,nall,nall,nall
中风嘴眼歪斜应该怎么治疗,治疗方法,6,中风嘴眼歪斜,nall,nall,nall,nall
男49岁我姑姑前一段时间检查得知是胆囊癌，现在已经是晚期了，那么该怎么样治疗呢？,治疗方法,6,胆囊癌,nall,nall,nall,nall
肛裂疼痛两三个月做了手术三个月了伤口疼痛不好怎么办,治疗方法,6,肛裂,nall,nall,nall,nall
孕妇消化不良，胃胀怎么办,治疗方法,6,胃胀,nall,nall,nall,nall
尿频吃什么药好啊,推荐药品,12,尿频,nall,nall,nall,nall
婴儿在脚趾长的血管瘤咋治啊，6个月多了，目前不知道怎么处理，有点担心里面的伤口不能正常结痂，婴儿在脚趾长的血管瘤咋治啊?,治疗方法,6,血管瘤,nall,nall,nall,nall
你好，我想问一下，到尿路感染，怎么办？,治疗方法,6,尿路感染,nall,nall,nall,nall
手淫过度引起早泄该会怎么治疗,治疗方法,6,手淫过度引起早泄,nall,nall,nall,nall
感觉二脚无力头晕，又睡不着，吃什么药物好。,治疗方法,6,二脚无力头晕,nall,nall,nall,nall
背部长了很多汗斑有什么平时可以保养的方法？,治疗方法,6,汗斑,nall,nall,nall,nall
男二十岁患血栓外痔一个月，想了解初期是如何治疗的？,治疗方法,6,血栓外痔,nall,nall,nall,nall
神经纤维瘤不想手术中医治疗可以吗？,治疗方法,6,神经纤维瘤,nall,nall,nall,nall
海绵状的血管瘤怎样形成，的能医好吗，我家孩子才5个多月大，长在脚上的血管瘤，发现有3个多月了，内蒙古婴儿长了海绵状的血管瘤治疗方法有哪些？,治疗方法,6,血管瘤,内蒙古,nall,nall,nall
发生关系后第二天开始出现尿频尿急有时伴有轻微疼痛该怎么办不想去医院,治疗方法,6,尿频尿急,nall,nall,nall,nall
小孩反反复复感冒，流鼻涕，有一段时间了还是没有好的病情呢？,治疗方法,6,nall,nall,nall,nall,nall
发生这种情况好几天了，耳鸣老是不好，有什么药可以吃？,治疗方法,6,耳鸣,nall,nall,nall,nall
小孩咳嗽反反复复，这两天又严重些，晚上睡觉不咳，白天咳得很厉害,治疗方法,6,咳嗽,nall,nall,nall,nall
上厕所后有东西掉出，后缩回，便血，如何治疗？,治疗方法,6,nall,nall,nall,nall,nall
我想请问一下，关于糖尿病有沒根治的药，是不是要注射胰岛素的呢,推荐药品,12,糖尿病,nall,nall,nall,nall
这几天感冒了，有什么感冒药是适合高血压的人服用的呢,治疗方法,6,高血压,nall,nall,nall,nall
坐骨神经痛晚上就加重怎么办呢？,治疗方法,6,坐骨神经痛,nall,nall,nall,nall
请问结肠癌术前选择什么样的治疗方法呢？,治疗方法,6,结肠癌,nall,nall,nall,nall
心绞痛胸闷能药物控制吗,治疗方法,6,心绞痛,nall,nall,nall,nall
月经不调白带异常怎么治疗呢？,治疗方法,6,月经不调白带异常,nall,nall,nall,nall
宝宝6个月轻度外部性脑积水要怎样办,治疗方法,6,脑积水,nall,nall,nall,nall
乳腺增生的治疗方法手段是什么？,治疗方法,6,乳腺增生,nall,nall,nall,nall
有手足口病吃蒲地蓝口服液有效吗,药物作用,21,手足口病,nall,nall,nall,nall
现在感觉左边胸部时不时有疼痛的感觉，长的是血管瘤，内蒙古婴儿长了海绵状血管瘤的治疗方法有吗？,治疗方法,6,海绵状血管瘤,nall,nall,nall,nall
肾结石如何保守治疗？,治疗方法,6,肾结石,nall,nall,nall,nall
智力低下去哪里能治疗缓解？,治疗方法,6,智力低下,nall,nall,nall,nall
胃痛怎么缓解啊？？,治疗方法,6,胃痛,nall,nall,nall,nall
慢性支气管炎吃什么药好的快？,推荐药品,12,慢性支气管炎,nall,nall,nall,nall
内痔脱出治疗后留在肛门外，一些不痛，最近2天渗出液多，红蛰而且痛，应如何治疗？,治疗方法,6,内痔,nall,nall,nall,nall
痔疮的中医治疗方法是什么？,治疗方法,6,痔疮,nall,nall,nall,nall
得了输尿管结石怎么办？,治疗方法,6,输尿管结石,nall,nall,nall,nall
医生你好。我的皮肤遇热就发红发烫，成局部不规则块状，情绪激动时会更加严重，到气温稍冷的环境会恢复正常，能帮我看看是怎么回事嘛,病因,2,nall,nall,nall,nall,nall
你好医生，我家小孩颈部半一个月前张了个血管瘤，现在已有黄豆大了,治疗方法,6,血管瘤,nall,nall,nall,nall
怀孕期间腿痛怎么办，我现在出现这种情况有什么好的办法可以缓解吗？,治疗方法,6,腿痛,nall,nall,nall,nall
怀孕快8个月了，今天检查出葡萄糖626，怎么办,治疗方法,6,nall,nall,nall,nall,nall
治痔疮有什么方法?,治疗方法,6,痔疮,nall,nall,nall,nall
临界高血压该怎样调理？,治疗方法,6,高血压,nall,nall,nall,nall
患有外痔疮好长一段时间，没去医院，听说可以用偏方能治，哪种治疗偏方最好？,治疗方法,6,外痔,nall,nall,nall,nall
肛门内疼痒，怎么办？我饮食很清淡，也不抽烟喝酒，这真是头疼,治疗方法,6,肛门内疼痒,nall,nall,nall,nall
脑血供不足，椎动脉缺血，耳鸣，脑晕，偏头痛预防，吃了腹泻怎么办？急,治疗方法,6,脑血供不足,nall,nall,nall,nall
打扰问一下前端时间我得 了假性动脉瘤该怎么治,治疗方法,6,假性动脉瘤,nall,nall,nall,nall
请问轻度宫颈糜烂应该怎么治好？,治疗方法,6,宫颈糜烂,nall,nall,nall,nall
我母亲发病十多天，每次弯腰都不敢起来，小腹左下侧痛，坐久了也痛，诊断是直肠炎，今天打了点滴唑氧和奥硝唑，后面还要怎么治疗？,治疗方法,6,直肠炎,nall,nall,nall,nall
贫血该有何办法可以缓解？,治疗方法,6,贫血,nall,nall,nall,nall
你好肺部有伤有气怎么处理,治疗方法,6,肺部有伤有气,nall,nall,nall,nall
得了骨瘤，请问能治好吗？下面是医院里拍ct检查出来的报告单,治疗方法,6,骨瘤,nall,nall,nall,nall
风湿性心脏病二尖瓣病变的治疗方法有哪些,治疗方法,6,风湿性心脏病二尖瓣病变,nall,nall,nall,nall
手上血管瘤怎么治,治疗方法,6,手上血管瘤,nall,nall,nall,nall
鼻咽癌鼻炎怎么治疗？,治疗方法,6,鼻咽癌,nall,nall,nall,nall
小肠气不开刀能缓解吗？,治疗方法,6,小肠气,nall,nall,nall,nall
小儿哈斯二氏综合征怎么治疗,治疗方法,6,小儿哈斯二氏综合征,nall,nall,nall,nall
如何救治高血压？,治疗方法,6,高血压,nall,nall,nall,nall
你好，我就是昨天开始，我上小便的时候有些痛，今天好像还有尿急得现象，我查询了一下，他们都说是尿路感染，请问我该怎么治疗呢？,治疗方法,6,尿路感染,nall,nall,nall,nall
最近去医院得知自己得了高血压病，通过朋友介绍知道了这个药，不知如何？,治疗方法,6,高血压,nall,nall,nall,nall
你好，学习拳跟剑有20天左右，一开始大腿酸胀，没有太在意，后来发现膝关节下楼梯都疼了，跳舞也疼！想问专家可有什么好法子治疗？谢谢,治疗方法,6,大腿酸胀,nall,nall,nall,nall
癫痫疾病是我们生活中比较常见的一种疾病，对于儿童癫痫的治疗方法是很多患者都想要了解到的，对此有关专家将详细介绍那些是儿童癫痫的治疗方法。,治疗方法,6,儿童癫痫,nall,nall,nall,nall
医院检查出有附件囊肿盆腔炎，可以用消炎药吗？还患有有先天性心脏病。,注意事项,23,囊肿盆腔炎,nall,nall,nall,nall
以前做过一次痔疮手术，已经有五六年了，最近发现好像又有一颗痔疮，很小不痛，而且有点痒，应如何治疗？,治疗方法,6,痔疮,nall,nall,nall,nall
您好，请问女性尿不尽吃什么药,推荐药品,12,女性尿不尽,nall,nall,nall,nall
经常扁桃体发炎怎么治疗好,治疗方法,6,扁桃体发炎,nall,nall,nall,nall
请问：我现在有早博，血压15393能不能吃卡托普利片,药物作用,21,早博,nall,nall,nall,nall
中风之后半身不遂、语言障碍，这种情况适合用点什么药治疗适合呢？平时有什么要注意的？,注意事项,23,中风,nall,nall,nall,nall
急！我家宝宝拉肚子用了很多药都不好，有没有什么好办法？,治疗方法,6,拉肚子,nall,nall,nall,nall
孕吐得很厉害怎么办,治疗方法,6,孕吐,nall,nall,nall,nall
内痣要如何治疗,治疗方法,6,内痣,nall,nall,nall,nall
痔疮出血要怎么缓解？,治疗方法,6,痔疮出血,nall,nall,nall,nall
游走血栓性静脉炎怎么进行医治？,治疗方法,6,游走血栓性静脉炎,nall,nall,nall,nall
宝宝拉清水屎有奶瓣，而且屁眼总是零屎不断，一直这样，因此屁眼都烂了，怎么办啊？,治疗方法,6,nall,nall,nall,nall,nall
强迫症怎么治疗较好,治疗方法,6,强迫症,nall,nall,nall,nall
孩子不爱吃饭只吃母乳怎么办,治疗方法,6,不爱吃饭,nall,nall,nall,nall
发现有包皮炎该怎么治疗有效,治疗方法,6,包皮炎,nall,nall,nall,nall
脾脏血管瘤如何治疗,治疗方法,6,脾脏血管瘤,nall,nall,nall,nall
可以用点什么药来缓解一下这种情况？尿频，腰痛,治疗方法,6,尿频,nall,nall,nall,nall
小孩小便化验尿路感染怎么办？,治疗方法,6,尿路感染,nall,nall,nall,nall
您好，我想请问一下，尿道感染应该用什么药啊??谢谢！,推荐药品,12,尿道感染,nall,nall,nall,nall
请教一下多发性大动脉炎怎么治,治疗方法,6,多发性大动脉炎,nall,nall,nall,nall
"小女5个月大，核磁共振检查结论t1长t2信号，不除外血管瘤。,内蒙古婴儿得了血管瘤什么时候治疗较好？",治疗方法,6,血管瘤,内蒙古,nall,nall,nall
老婆上了年纪，现在处于更年期，身体有不少的问题存在，给她买这个药吃了会好么,药物作用,21,nall,nall,nall,nall,nall
早上起来口臭特别严重不佳口臭怎么解决？,治疗方法,6,口臭,nall,nall,nall,nall
如何治疗小儿脑积水智力发育迟缓？,治疗方法,6,小儿脑积水智力发育迟缓,nall,nall,nall,nall
你好我查的胃境浅表性胃炎米烂胸胀,治疗方法,6,胃炎米烂胸胀,nall,nall,nall,nall
面肌痉挛7年应该怎么治疗,治疗方法,6,面肌痉挛,nall,nall,nall,nall
我想了解乙肝小三阳要治疗吗？,治疗方法,6,乙肝小三阳,nall,nall,nall,nall
宝宝登革热怎么办？,治疗方法,6,登革热,nall,nall,nall,nall
"左心室舒张缓慢,心肌缺血，这种情况可以服用什么药物？",推荐药品,12,心肌缺血,nall,nall,nall,nall
脑外伤后遗症有什么有效的疗法呢,治疗方法,6,脑外伤后遗症,nall,nall,nall,nall
肛门旁边有个伤口痛怎么办？,治疗方法,6,伤口痛,nall,nall,nall,nall
我最近发现我的大腿上面长了个东西，开始看上去像淤血，我以为是不下心碰了呢，可是过了这么多天了，也不见好，而且不疼，我去诊所咨询，一个医生说是血管瘤，为啥婴儿会长血管瘤？,病因,2,血管瘤,nall,nall,nall,nall
丙肝的治疗必须加病毒吗?,治疗方法,6,丙肝,nall,nall,nall,nall
感冒好几天了，现在就是浑身无力，身后阴风一阵一阵的，是怎么了,病因,2,感冒,nall,nall,nall,nall
成都比较好的肛肠医院治疗便秘费用吃什么东西治便秘,治疗方法,6,便秘,成都,成都肛肠医院,nall,nall
失眠多梦，怎么办，可以用什么药治疗，效果较彻底？,推荐药品,12,失眠,nall,nall,nall,nall
孕妇胃炎怎么办？,治疗方法,6,胃炎,nall,nall,nall,nall
腹泻的治疗方法,治疗方法,6,腹泻,nall,nall,nall,nall
慢性食管炎要做哪些检查,检查,0,慢性食管炎,nall,nall,nall,nall
糖尿病不吃药靠运动可以痊愈吗？,治愈率,10,糖尿病,nall,nall,nall,nall
心难受，呼吸困难，痰有浓血吃点什么药,推荐药品,12,呼吸困难,nall,nall,nall,nall
背部长有斑块，右侧85％，诊断是血管瘤，您那可以手术治疗吗？婴儿背部血管瘤怎么治能好？,治疗方法,6,血管瘤,nall,nall,nall,nall
孕晚期高血压要住院吗,治疗方法,6,高血压,nall,nall,nall,nall
腹泻，疼痛，肠镜检查结果为乙状结肠炎、直肠炎，有什么有效的治疗方法吗,治疗方法,6,直肠炎,nall,nall,nall,nall
孕妇睡觉半夜总会醒来腰酸背疼睡不着如何是好呢！真是烦死人了。睡不好心情烦躁。,治疗方法,6,腰酸背疼,nall,nall,nall,nall
请教一下铊中毒咋治,治疗方法,6,铊中毒,nall,nall,nall,nall
"还是不能勃起,什么药物具有治疗这个症状的疗效？",推荐药品,12,不能勃起,nall,nall,nall,nall
腹股沟斜疝可以自愈吗,治疗方法,6,腹股沟斜疝,nall,nall,nall,nall
强迫症太严重没法生活怎么办,治疗方法,6,强迫症,nall,nall,nall,nall
流产后的残留物怎么办,治疗方法,6,流产,nall,nall,nall,nall
您好，我爸爸肾结石已经很多年了！可以吃什么药呢？,推荐药品,12,肾结石,nall,nall,nall,nall
你好，我想了解一下哦，那个高血压的话，可以服用沙苑子胶囊的吧？谢谢。,治疗方法,6,高血压,nall,nall,nall,nall
宝宝屁眼红怎么办,治疗方法,6,屁眼红,nall,nall,nall,nall
腺样体肥大不治能自愈吗？,治疗方法,6,腺样体肥大,nall,nall,nall,nall
拉肚子绿色便便,治疗方法,6,拉肚子,nall,nall,nall,nall
心慌心悸吃什么,治疗方法,6,心慌心悸,nall,nall,nall,nall
白天没什么精神，换了个房间还是这样，有没有什么方法可以帮助到这个症状的,治疗方法,6,白天没什么精神,nall,nall,nall,nall
男51岁糖尿病多年；2015年5月脑梗塞肢体功能恢复不全后又肾衰竭尿毒症、糖尿病综合征、血液透析4个月了；最近浑身无力迷糊高压150血糖高、怎么办？,治疗方法,6,脑梗塞,nall,nall,nall,nall
我有时特别在晚饭后散步时突然会肚子疼肠里咕噜咕噜响拉稀过几天有是这样子拉稀就不疼了屎的颜色是正常的黄色的这是什么原因造成的是什么病怎么治疗呢,治疗方法,6,拉稀,nall,nall,nall,nall
治疗口臭的方法,治疗方法,6,口臭,nall,nall,nall,nall
"武汉胸部下垂有什么好的解决方法？胸部外扩,下垂.看起来很难看，一直穿调整型内衣，可是穿到现在，依然下垂外扩，穿内衣时我已经尽量让它往上提了,但是没一点效果，我想知道有什么解决方法",治疗方法,6,胸部下垂,nall,nall,nall,nall
孕晚期一天睡5个小时够吗？我最近失眠好严重的，基本都睡不着觉。,治疗方法,6,失眠,nall,nall,nall,nall
怎么治好支气管炎,治疗方法,6,支气管炎,nall,nall,nall,nall
我的腔隙性脑梗严重该会如何治疗？,治疗方法,6,腔隙性脑梗,nall,nall,nall,nall
性冷淡怎么治疗更有效,治疗方法,6,性冷淡,nall,nall,nall,nall
我想了解糖尿病致使眼底坏死是否能够治疗？,治疗方法,6,糖尿病致使眼底坏死,nall,nall,nall,nall
怀孕6个月晚上易失眠，每次三四点的时候就会醒有什么方法能助睡眠的吗？,治疗方法,6,失眠,nall,nall,nall,nall
请问怀孕9个月的胎儿心脏缺一块怎么办？,治疗方法,6,心脏缺一块,nall,nall,nall,nall
怎么改掉强迫症,治疗方法,6,强迫症,nall,nall,nall,nall
11个月宝宝便秘怎么办,治疗方法,6,便秘,nall,nall,nall,nall
肝脏血管瘤怎么办好点,治疗方法,6,肝脏血管瘤,nall,nall,nall,nall
神经性高血压怎么治疗？,治疗方法,6,神经性高血压,nall,nall,nall,nall
膀胱癌不能手术怎么办？,治疗方法,6,膀胱癌,nall,nall,nall,nall
生孩子六天了才拉过一次屎，现在想啦拉不出来，怎么办,治疗方法,6,nall,nall,nall,nall,nall
消化不好拉肚子怎么办,治疗方法,6,拉肚子,nall,nall,nall,nall
男性不育如何治能好才是明智的选择？,治疗方法,6,男性不育,nall,nall,nall,nall
小孩大便干燥怎么办啊？,治疗方法,6,大便干燥,nall,nall,nall,nall
阴囊潮湿需要做什么相关检查,治疗方法,6,胎毒,nall,nall,nall,nall
做提肛运动对痔疮有帮助吗？,治疗方法,6,痔疮,nall,nall,nall,nall
请问医生肾结石吃什么药好的快,推荐药品,12,肾结石,nall,nall,nall,nall
我动不动就拉肚子怎么办？,治疗方法,6,拉肚子,nall,nall,nall,nall
脑梗死咋治疗,治疗方法,6,脑梗死,nall,nall,nall,nall
宝宝肠胃不好吃什么调理？,饮食,18,肠胃不好,nall,nall,nall,nall
脱肛怎样治,治疗方法,6,脱肛,nall,nall,nall,nall
宝宝咳嗽怎么办？,治疗方法,6,咳嗽,nall,nall,nall,nall
我这一段时间都有咳嗽的现象，每天晚上夜里都会有一阵接一阵的咳嗽，特别是早上起床时，咳嗽症状更加明显，而且脓性痰液比较多，仿佛感觉到胸口闷闷作疼，有时还气喘加上呼吸困难，医生说是患了慢阻肺。,治疗方法,6,慢阻肺,nall,nall,nall,nall
医生说我得的阵发性心房颤动非常危险，在日常生活中可能突发疾病去世，且比较难以治疗，请问得了阵发性心房颤动应该怎样治疗？,治疗方法,6,阵发性心房颤动,nall,nall,nall,nall
拉肚子了该怎么办？,治疗方法,6,拉肚子,nall,nall,nall,nall
孩子的个子矮小怎么办？,治疗方法,6,个子矮小,nall,nall,nall,nall
小儿癫痫病是每一个家长都头疼的问题，小儿癫痫病导致小儿大脑发育不好，影响智力，所以很多家长都在寻找治疗小儿癫痫病的方法。,治疗方法,6,小儿癫痫病,nall,nall,nall,nall
肛裂怎么治疗,治疗方法,6,肛裂,nall,nall,nall,nall
问题脑出血的病人怎样对待,治疗方法,6,脑出血,nall,nall,nall,nall
女性膀胱炎咋办,治疗方法,6,膀胱炎,nall,nall,nall,nall
婴幼儿肠炎的治疗方安,治疗方法,6,肠炎,nall,nall,nall,nall
医生你好，长在耳垂的血管瘤能治好吗，我家孩子的血管瘤已经有1个多月大了，红豆大小，看着孩子的血管瘤在长大，心里疼啊，内蒙古婴儿长在耳垂的血管瘤咋治好？,治疗方法,6,血管瘤,nall,nall,nall,nall
尿频尿急什么什么引起的哦怎么治疗该吃些什么药会影响性功能吗,治疗方法,6,尿频尿急,nall,nall,nall,nall
怎样能够治疗结肠息肉,治疗方法,6,结肠息肉,nall,nall,nall,nall
一热一冷，热感冒嗓子痛鼻涕黄已经吃了两天感冒药和牛黄消炎丸现在嗓子不同，鼻涕还是黄色怎么办？,治疗方法,6,热感冒,nall,nall,nall,nall
新生儿泪囊炎怎么及时治疗,治疗方法,6,新生儿泪囊炎,nall,nall,nall,nall
腐生葡萄球菌应该怎么治疗,治疗方法,6,腐生葡萄球菌,nall,nall,nall,nall
